category,month,count,rollavg_3month
Sexual Assault,2014-06-01,15,NA
Sexual Assault,2014-07-01,15,NA
Sexual Assault,2014-08-01,8,13
Sexual Assault,2014-09-01,13,12
Sexual Assault,2014-10-01,12,11
Sexual Assault,2014-11-01,9,11
Sexual Assault,2014-12-01,14,12
Sexual Assault,2015-01-01,19,14
Sexual Assault,2015-02-01,7,13
Sexual Assault,2015-03-01,19,15
Sexual Assault,2015-04-01,11,12
Sexual Assault,2015-05-01,9,13
Sexual Assault,2015-06-01,9,10
Sexual Assault,2015-07-01,18,12
Sexual Assault,2015-08-01,17,15
Sexual Assault,2015-09-01,16,17
Sexual Assault,2015-10-01,12,15
Sexual Assault,2015-11-01,14,14
Sexual Assault,2015-12-01,12,13
Sexual Assault,2016-01-01,13,13
Sexual Assault,2016-02-01,10,12
Sexual Assault,2016-03-01,15,13
Sexual Assault,2016-04-01,16,14
Sexual Assault,2016-05-01,23,18
Sexual Assault,2016-06-01,18,19
Sexual Assault,2016-07-01,17,19
Sexual Assault,2016-08-01,24,20
Sexual Assault,2016-09-01,19,20
Sexual Assault,2016-10-01,30,24
Sexual Assault,2016-11-01,14,21
Sexual Assault,2016-12-01,17,20
Sexual Assault,2017-01-01,26,19
Sexual Assault,2017-02-01,31,25
Sexual Assault,2017-03-01,20,26
Sexual Assault,2017-04-01,37,29
Sexual Assault,2017-05-01,33,30
Sexual Assault,2017-06-01,34,35
Sexual Assault,2017-07-01,38,35
Sexual Assault,2017-08-01,36,36
Sexual Assault,2017-09-01,32,35
Sexual Assault,2017-10-01,41,36
Sexual Assault,2017-11-01,31,35
Sexual Assault,2017-12-01,37,36
Sexual Assault,2018-01-01,33,34
Sexual Assault,2018-02-01,41,37
Sexual Assault,2018-03-01,25,33
Sexual Assault,2018-04-01,31,32
Sexual Assault,2018-05-01,37,31
Sexual Assault,2018-06-01,36,35
Sexual Assault,2018-07-01,34,36
Sexual Assault,2018-08-01,27,32
Sexual Assault,2018-09-01,33,31
Sexual Assault,2018-10-01,38,33
Sexual Assault,2018-11-01,25,32
Sexual Assault,2018-12-01,35,33
Sexual Assault,2019-01-01,31,30
Sexual Assault,2019-02-01,28,31
Sexual Assault,2019-03-01,39,33
Sexual Assault,2019-04-01,39,35
Sexual Assault,2019-05-01,40,39
Sexual Assault,2019-06-01,32,37
Sexual Assault,2019-07-01,38,37
Sexual Assault,2019-08-01,35,35
Sexual Assault,2019-09-01,45,39
Sexual Assault,2019-10-01,27,36
Sexual Assault,2019-11-01,43,38
Sexual Assault,2019-12-01,41,37
Sexual Assault,2020-01-01,41,42
Sexual Assault,2020-02-01,41,41
Sexual Assault,2020-03-01,34,39
Sexual Assault,2020-04-01,28,34
Sexual Assault,2020-05-01,31,31
Sexual Assault,2020-06-01,33,31
Sexual Assault,2020-07-01,34,33
Sexual Assault,2020-08-01,29,32
Sexual Assault,2020-09-01,27,30
Sexual Assault,2020-10-01,34,30
Sexual Assault,2020-11-01,33,31
Sexual Assault,2020-12-01,35,34
Sexual Assault,2021-01-01,35,34
Sexual Assault,2021-02-01,32,34
Sexual Assault,2021-03-01,41,36
Sexual Assault,2021-04-01,44,39
Sexual Assault,2021-05-01,48,44
Sexual Assault,2021-06-01,51,48
Sexual Assault,2021-07-01,44,48
Sexual Assault,2021-08-01,35,43
Sexual Assault,2021-09-01,42,40
Sexual Assault,2021-10-01,53,43
Sexual Assault,2021-11-01,51,49
Sexual Assault,2021-12-01,53,52
Sexual Assault,2022-01-01,35,46
Sexual Assault,2022-02-01,39,42
Sexual Assault,2022-03-01,49,41
Sexual Assault,2022-04-01,39,42
Sexual Assault,2022-05-01,42,43
Sexual Assault,2022-06-01,34,38
Sexual Assault,2022-07-01,46,41
Sexual Assault,2022-08-01,33,38
Sexual Assault,2022-09-01,48,42
Sexual Assault,2022-10-01,39,40
Sexual Assault,2022-11-01,25,37
Sexual Assault,2022-12-01,4,23
